"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"W91151-25-Q-A044","All-Terrain Vehicle","This is a combined synopsis/solicitation for commercial products prepared in accordance with the format in FAR Subpart 12.6 and 13.5, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued. The solicitation number is W91151-25-Q-A044. This acquisition is a 100% Small Business Set-Aside, provided that two or more qualified small businesses respond to this request for quote. This combined synopsis/solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular (FAC) 2025-05, effective 07 August 2025 and DFARS Defense Publication Notice Current to DPN: 08 August 2025. MICC Fort Hood intends to award a Firm-Fixed-Price Contract for (1) all-terrain vehicle to support range operations due to terrain limitations and GSA’s strict guidelines regarding use of Ambulance/First Responder Vehicles off the paved road outlined in attached salient characteristics. North American Industrial Classification System (NAICS) code for this procurement is 441227, (Motorcycle ATV, AND ALL MOTOR VEHICLES DEALERS), Business Size Standard $40M. This requirement is a 100% Total Small Business Set-Aside acquisition. See the attached Salient Characteristics for full requirement details. Your points of contact for this requirement are as follows: Contract Specialist: Brandi Lewis-Reed, brandi.s.lewis-reed.civ@army.mil Contracting Officer: Tamberelli, Tyler D tyler.d.tamberelli.mil@army.mil This solicitation will close at 12:00PM Pacific Standard Time on 19 September 2025. Quotations received after this date and time will be considered late in accordance with FAR 52.212-1(f) and will not be evaluated. The contracting officer intends to make an award without discussions; however, that does not prevent the contracting officer from holding discussions if it is in the best interests of the government. All quotes must reference and acknowledge all amendments posted to this solicitation, if applicable. All questions must be submitted no later than 12:00 Pacific Standard Time on 17 September 2025, to both the Contract Specialist and the Contracting Officer at the above email addresses. E-mail for questions. Requests shall be marked with solicitation number W91151-25-Q-A044. See attached combined synopsis/solicitation and salient characteristics. Date of Delivery: As soon as possible Place of Delivery: AMC Hood - PA SANTE FE AVE BLDG 36065 FORT HOOD, TX 76544","Sep 19, 2025 12:00 PM PDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","BRANDI LEWIS-REED | SSG Tyler Tamberelli","Active","N/A","N/A","N/A","Motorcycle, ATV, and All Other Motor Vehicle Dealers ","MOTORCYCLE,MOTOR SCOOTERS & BIKES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"FA8125-25-Q-0097","Electric Motor Repair for Test Stands","Please see solicitation and its attachments.","Oct 03, 2025 10:00 AM CDT","Sep 15, 2025","Sep 15, 2025","Solicitation","Paula Perry | Sheridan Robison","Active","N/A","N/A","N/A","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ","MAINT/REPAIR/REBUILD OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT","N/A","Total Small Business Set-Aside (FAR 19.5)"
"FA461025Q2465","Hardware Insertion System","This is a combined synopsis/solicitation for commercial products for the purchase of Hardware Insertion Press with all necessary equipment and installations for 30 OSS/TDDEC Vandenberg Space Force Base, CA and is prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotations are being solicited and a written solicitation will not be issued. The 30th Contracting Squadron (30 CONS), intends to utilize this Request for Quotation (RFQ), under solicitation number FA461025Q0081, to award a Firm Fixed Price (FFP) contract. The Government intends to award one contract to the responsible Offeror whose quotation represents the Best Value to the Government. The applicable NAICS for this acquisition is ""333517 - Machine Tool Manufacturing industry"", with a small business size standard of 500 Employees. Offerors shall respond to this RFQ via e-mail by 22 September 2025 at 10:00A.M. PST. All quotations should be sent to, SSgt Deywan Hunt, at deywan.hunt@spaceforce.mil and Christopher Hummel at christopher.hummel.6@spaceforce.mil before the due date and time specified. All questions regarding the RFQ package must be submitted to the above e-mail addresses by 17 September 2025 at 10:00AM PST. Any questions asked over the telephone will not be answered. Any questions received after this date and time may not be answered.","Sep 22, 2025 10:00 PM PDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","SSgt Deywan Hunt | Chris Hummel","Active","N/A","N/A","N/A","Machine Tool Manufacturing","HYDRAULIC/PNEUMATIC POWER PRESS DR","N/A","Total Small Business Set-Aside (FAR 19.5)"
"W9127Q25QA017","CAMP SHELBY DFAC KITCHEN EQUIPMENT","This is a combined Synopsis/Solicitation for commercial items prepared in accordance with the format in the Federal Acquisition Regulation (FAR) Subpart 12.6: Streamlined Procedures for Evaluation and Solicitation for Commercial Products and Commercial Services, as supplemented with additional information included in the notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued. Solicitation number W9127Q-25-Q-A017 is being issued as a Request for Quote (RFQ) using Simplified Acquisition Procedures. This solicitation document, incorporated provisions, and clauses are those in effect through Federal Acquisition Circular 2025-05 effective 7 August 2025, and the Defense Federal Acquisition Regulations (DFARS) updated 17 January 2025. The provisions and clauses incorporated into this solicitation are contained within this combined synopsis/solicitation and within all attachments to the same. This requirement is being Set-Aside for a Small Business under NAICS 333241 with a small business size standard of 500 employees. Scope: The MS Army National Guard has a requirement for Kitchen equipment for the Camp Shelby Dining Facility. The contractor shall provide and install kitchen equipment as identified in the attached requirements listing. Required Supply Listing: See Attachment - W9127Q25QA017_Kitchen Equipment Camp Shelby for CLINs 0001 to 0011. Standard equipment and parts warranties apply. SITE VISIT is tentatively planned for Wednesday, September 17th or Thursday, September 18, 2025. Exact time and date will be determined as soon as possible as will be annouced by amendment. Delivery Address: CAMP SHELBY DINING FACILITY BUILDING 3514 CAMP SHELBY, MS 39407 Basis of Award: A contract will be awarded to the responsible offeror whose quote conforms to the solicitation and is the most advantageous to the Government according to FAR Part 12, Acquisition of Commercial Items. Evaluation will be in accordance with FAR 13.106-1. The following factors will be used to evaluate the proposal and given equal consideration: Technical, Price, and Past Performance. To ensure timely and equitable evaluation of quotes, offerors must comply with instructions contained herein. Quotes must be complete, self-sufficient, and respond directly to the requirements of this RFQ. Quotes shall include 1) itemized pricing for each Contract Line-Item Number (CLIN) with a total amount. 2) detailed description (i.e. product literature/brochure) of all items being offered. Note: quotes submitted without detailed description information and/or only restate the government provided specification will not be considered acceptable and shall be removed from further consideration. Only firm fixed price offers will be evaluated. Along with your quote, please provide your Company Name with CAGE Code, TIN, UEI and Company POC with contact information (email and telephone number), prompt payment discount terms (i.e. NET 30), and estimated lead time for delivery and installation. This notice does not obligate the Government to award the contract; it does not restrict the Government's ultimate approach; nor does it obligate the Government to pay for any quote/proposal preparation costs. SAM is a mandatory requirement for all DoD Government contracts. You must be registered and have an active status in order to be eligible for award of a contract. To register online go to http://www.sam.gov/ It is the contractors' responsibility to be familiar with applicable Clauses and Provisions. Clauses and provisions incorporated by reference may be accessed via https://www.acquisition.gov/. Please see attched document of Clauses and Provisions. All questions concerning this requirement must be submitted electronically to reginald.m.clark.civ@army.mil and laurie.c.morris3.civ@army.mil no later than Friday, September 19, 2025 at 9:00 A.M. CDT. Questions shall be answered via an amendment to this solicitation. The deadline for receipt of your quote is established for no later than 2:00 P.M. CDT, Monday, September 22, 2025. Please email your quote to reginald.m.clark.civ@army.mil and laurie.c.morris3.civ@army.mil. Please ensure all email correspondence include ""W9127Q25Q0017 CAMP SHELBY DFAC KTICHEN EQUIPMENT"" in the subject line.","Sep 22, 2025 02:00 PM CDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Reggie Clark | Laurie C. Morris","Active","N/A","N/A","N/A","Food Product Machinery Manufacturing ","FOOD COOKING BAKING SERVING EQ","N/A","Total Small Business Set-Aside (FAR 19.5)"
"Q0001","HQ AFOTEC Hallway Carpet and Paint _ amended 09/08/25_","“Notice to Offeror(s)/Supplier(s): Funds are not presently available for this effort. No award will be made under this solicitation until funds are available. The Government reserves the right to cancel this solicitation, either before or after the closing date. In the event the Government cancels this solicitation, the Government has no obligation to reimburse an offeror for any costs."" Contractor shall provide all labor, materials, tools, and equipment to remove and install carpet and base cove as well as paint walls and trim for 1st and 2nd floor of HQ AFOTEC building 20130 SITE Visit is scheduled for Wednesday 3 September from 9 - 11 am. POC's will be availabe. Access through Contractor Gate is requried for visit. Contact monica.fabian@us.af.mil for base pass. Questions will be due September 10 2025 by 1330 MST The due date for this solicitation is Monday, 22 September 2025 at 3:30 PM MST. Local CONS will require the Tier II Contractors (Carpet Installers or Local Dealers w/ Installers) to contact the Tier I Contractors for material quotes and orders. Contracting Office shall state they require the Tier II Contractors (Carpet Installers or Local Dealers w/ Installers) to contact the Tier I Contractors for material quotes and orders. Tier I points of contact in attachments In accordance with FAR 36.204, the anticipated magnitude of this requirement is between $100,000.00 and $250,000.00. Evaluation factors will be the following in accordance with FAR 13.106: Price - will be evaluated for pricing on an individual line price and total price Past Performance - offerors will be reviewed for negative past performance indicators--no information is required as part of their quote Technical Approach - timeline, quality of materials/furniture quoted, completeness of quotation (period of performance is to be included as part of quote) Following review of evaluation factors, quotes will be used for comparitive analysis to all quotes received, with the quote providing the best value to the government being selected for award. Anticipated contract type: Firm-Fixed Price As noted in the attached Statement of Work, no liquidated damages are anticipated to be utilized given the number of options associated with this requirement. Anticipated CLIN Structure 0001 1st Floor Hallway Carpet Cost See Air Force Carpet II Mandatory Ordering -- 3,000 Square Foot 0002 1st Floor Adhesive Cost 0003 1st Floor Installer Costs 0004 1st Floor Painting and Trim Details -- 13,000 Square Foot 0005 1st Floor COVE BASE Work --- 1,080 Linear Foot 0006 2nd Floor Hallway Carpet Cost See Air Force Carpet II Mandatory Ordering -- 3,600 Square Foot 0007 2nd Floor Adhesive Cost 0008 2nd Floor Installer Costs 0009 2nd Floor Painting and Trim Details -- 13,600 Square Foot 00105 2nd Floor COVE BASE Work --- 7.200 Linear Foot","Sep 22, 2025 03:30 PM MDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Monica Fabian | Austin Stolpestad","Active","N/A","N/A","N/A","Painting and Wall Covering Contractors","MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"M00264-25-Q-0220","Fine Art Photography for the National Museum of the Marine Corps - Q&A UPDATE 15 SEP 2025","Please see attached solicitation M00264-25-Q-0220 UPDATE: 15 SEPTEMBER 2025 PLEASE SEE ATTACHED AMENDMENT FOR Q&A RESPONSES.","Sep 18, 2025 11:00 AM EDT","Sep 15, 2025","Sep 15, 2025","Solicitation","David Laster | Michael Bogatyr","Active","N/A","N/A","N/A","Commercial Photography ","PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: STILL","N/A","Total Small Business Set-Aside (FAR 19.5)"
"N00244-25-Q-S083","HAZMAT SPILL PALLETS","This is a combined synopsis/solicitation for commercial products prepared in accordance with the format in subpart 12.6 and procedures of 13.5, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; proposals are being requested and a written solicitation will not be issued. This announcement constitutes the only solicitation; a Request for Quotation (RFQ) is being requested and a written solicitation will not be issued. The Solicitation number is N00244-25-Q-S083. The solicitation document and incorporated provisions and clauses are those in effect through latest Federal Acquisition Circular and DFARS change notices. This solicitation is issued as 100% small business set aside. NAICS Code 332999 All Other Miscellaneous Fabricated Metal Product Manufacturing is applicable and business size is 750 # employees. The solicitation will start on the date this solicitation is posted and will end on 17 September 2025 3:00 PM Pacific Standard Time. Requests for technical and or contractual clarification are to be submitted in writing. TECHNICAL QUESTIONS are to be submitted via e-mail to Jheanna.u.poblete.civ@us.navy.mil received no later than 135 September 2025 12:00:00 PM Pacific Standard Time. Answers to questions will be provided in the form of an amendment to this solicitation. Contractor must complete all Representations and Certifications found in the provisions listed below within their profile in the System for Award Management (SAM) at http://www.sam.gov to be considered for this solicitation. This requirement is for items listed below combined with SOW criteria: The contractor shall provide, and deliver, 200 new secondary containment spill pallets that meet the following minimum specifications and requirements: Must be four-drum spill containment pallets (55-gallon drum capacity). Minimum sump capacity of 66 gallons per pallet. Constructed of chemical-resistant polyethylene or equivalent. Equipped with removable grates for easy cleaning and maintenance. Rated for uniform load capacity of at least 6,000 lbs. Compatible with forklift handling for mobility and repositioning. Must comply with EPA 40 CFR 264.175 for containment of hazardous materials. Sump Drain must be included. Delivery HAZMAT Compound 1206 Naval Base Coronado San Diego, CA 92155 Delivery Date: No later than 30 calendar days after contract award. Please refer to Statement of Work for additional information. Additional NOTE 1: NAVSUP Fleet Logistic Center San Diego is planning to purchase the stated product with the above minimum specification using simplified acquisition procedures from Lowest Price Technically Acceptable offerors, IAW FAR 13.106-2(b). NOTE 2: Failure to provide specifications will result in rejection of quotation. The Buy American Act applies to this procurement, unless an exception applies. NOTE 3: New equipment only; No remanufactured or ""gray market"" or “refurbished” items. All items must be covered by the manufacturer's warranty. NOTE 4: No partial bids allowed. No partial shipments permitted, unless specifically authorized at the time of award. NOTE 5: The contract award will include award/points of contact/invoicing or payment information. NOTE 6: The method of payment for this procurement shall be Wide Area Work Flow WAWF system in Accordance with DFAR 252.232-7006. NOTE 7: FOB Destination. NOTE 8: Quotes shall include lead-time, assembly, place of manufacture, shipping, freight, and other related delivery expenses. NOTE 9: All clauses and provisions incorporated into the basic contract are hereby incorporated by reference and are considered to be in full force and effect as if they were in full text. All clauses and provisions in the basic contract are fully applicable to this solicitation.","Sep 17, 2025 03:00 PM PDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Jheanna Poblete","Active","N/A","N/A","N/A","All Other Miscellaneous Fabricated Metal Product Manufacturing","MISC MATERIALS HANDLING EQ","N/A","Total Small Business Set-Aside (FAR 19.5)"
"FA302225Q0326","LMR Antenna Tower Preventative Maintenance Inspection","Preventative maintenance service on the CAFB Land Mobile Radio (LMR) antenna tower. The tower is a 144-foot steel monopole tower with six (6) standoffs mounting eight (8) antennas, with an additional five (5) antennas mounted on building 932. In addition, the tower and associated structures require a full check of the tower structure and grounding as required in accordance with Telecommunications Industry Association (TIA) standards. Projected Start Date (Service): September 30, 2025 Period of Performance: Work shall be completed within 60 days of award.","Sep 23, 2025 11:00 AM CDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","JACKSON BASIL | LiConstance Hayes","Active","N/A","N/A","N/A","Electronic and Precision Equipment Repair and Maintenance ","MAINT-REP OF ELECT-ELCT EQ","N/A","Total Small Business Set-Aside (FAR 19.5)"
"FA480125Q0044","OSA Tower Shades","Notice to Offerors/Suppliers: Funds are not presently available for this effort. No award will be made under this solicitation until funds are available. This Government reserves the right to cancel this solicitation, either before or after the closing date. In the event the Government cancels this solicitation, the Government has no obligation to reimburse an offeror for any costs. Contractor will provide 24 transparent plastic window shades (12 upper and 12 lower) for Holloman AFB, NM Air Traffic Control Tower (ATCT). Requirement includes all materials, fabrication, removal and disposal, and installation of window shades in compliance with all FAA requirements, to include, but not limited to FAA Section 12 24 12 (2012). Contractor shall read and understand entirety of Statement of Work prior to submitting a quote. Quotes shall dated with a ""valid through"" date. Contractor shall read entirety of contract and understand all contract terms and conditions. See attached Statement of Work for approximate dimensions.","Sep 26, 2025 08:00 AM MDT","Sep 15, 2025","Sep 15, 2025","Solicitation","SSgt Alex Coulombe | SSgt Dylan Booth","Active","N/A","N/A","N/A","Blind and Shade Manufacturing","DRAPERIES, AWNINGS, AND SHADES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"FA460025Q0095","Pipeline Camera","The contractor shall procure and deliver a new pipeline inspection camera system with the following characteristics: The unit shall be portable The unit shall be equipped with a command module to include: Inspection reporting software Advanced connectivity with USB, HDMI and ethernet Video streaming and recording Built in rechargeable battery Ability to create NASSCO standard compliant reports including PACP, LACP, and MACP or PDF The unit shall have the capability to inspect pipes from 2 inches to 36 inches in diameter The unit shall have a 1,000-foot, multi-conductor cable power reel The unit shall have a pan and tilt zoom camera head The unit shall come with power adjustable camera lift for large diameter pipes The unit shall come with a powered steerable transporter The unit shall have an add-on push reel system to include the following: 200-foot cable and reel assembly 2-inch self-leveling camera Interface cables Fixed elevator – goose neck lift style 6-inch wheel set The unit shall come with the following accessory equipment: Dual wheel pneumatic wheel set with spacers Rubber wheel set, 8-inch pipe Rubber wheel set, 6-inch pipe Manhole roller, adjustable 3-inch tigertail guide Manhole downhole roller Manhole downhole poles Downhole camera hook The unit shall be tested for proper operation before shipping and acceptance The contractor shall deliver the unit to Offutt AFB, 106 Peacekeeper Dr, Building 301. The contractor shall provide at least a 1-year on-site manufacturer warranty or greater on all equipment, as well as 1 year or greater warranty on labor and assembly of the system. “Notice to Offeror(s)/Supplier(s): Funds are not presently available for this effort. No award will be made under this solicitation until funds are available. The Government reserves the right to cancel this solicitation, either before or after the closing date. In the event the Government cancels this solicitation, the Government has no obligation to reimburse an offeror for any costs.” All offers and questions pertaining to this solicitation shall be sent by email to: A1C Hunter Hendrix: hunter.hendrix.1@us.af.mil 1st Lt Ryan Brewster: ryan.brewster.3@us.af.mil","Sep 24, 2025 11:00 AM CDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Hunter Hendrix | Ryan Brewster","Active","N/A","N/A","N/A","Audio and Video Equipment Manufacturing","PHOTOGRAPHIC EQ & ACCESSORIES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1240BF25Q0036","Lawn Maintenance and Gutter Cleaning","Lawn Maintenance and Gutter Cleaning at the Power Ranger Station Office. See attachments for work details.","Sep 29, 2025 04:30 PM PDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Lorenzo Montoya | Raymond Padgett III","Active","N/A","N/A","N/A","Landscaping Services","HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING","N/A","Total Small Business Set-Aside (FAR 19.5)"
"75H70625Q000203","MEDICAL WASTE DISPOSAL FOR THE PINE RIDGE IHS HOSPITAL","A. This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in Federal Acquisition Regulation (FAR) Subpart 12.6, as supplemented with additional information included in this notice, FAR Part 12, Acquisition of Commercial Items (Title VI 11 of the Federal Acquisition Streamlining Act of 1994) (Public Law 103-355). This announcement constitutes the only solicitation; quotes are being requested, and a written solicitation will not be issued. B. The Great Plains Area Indian Health Service (IHS) Pine Ridge Service Unit intends to award a Firm-Fixed Price, Commercial Item, Purchase Order in response to Request for Quote (RFQ) 75H70625Q00203. C. This solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular (FAC) 2025-03 01/03/2025. D. This RFQ is issued as 100% Total Small Business, and the associated NAICS Code is 562211-, Housekeeping- Waste Treatment/Storage, which has a size standard in number of $47 million. EA The quoted unit pricing must be all inclusive (to include but not be limited to travel, lodging, per diem, fringe benefits, federal, state and local taxes) plus all other costs pertinent to the performance of this contract. Utilize your most competitive and reasonable rates. Provide medical waste services for one year- $ __________ Provide medical waste services for one year- $__________ see Statement of Work and Instrument Listing F. To provide medical waste services for the following locations: Pine Ridge IHS Hospital, Pine Ridge, SD; Martin Health Clinic, Martin, SD; Kyle Health Center/Wellness Center/Four Directions Clinic, Kyle, SD; Wanblee Health Center, Wanblee, SD The period of performance for delivery will be from Base Year-date of award through one year plus an option period of one year. G. FAR 52.212-1 Instructions to Offerors-Commercial Products and Commercial Services (Sep 2023). Quotes shall be submitted on company letterhead stationery, signed, dated and it shall include: 1- Solicitation number 75H70625Q00203. 2. Closing Date: September 18th, 2025 at 8:00 am MST. 3. Name, address and telephone number of company and email address of contact person. 4. Technical description of the item/service being offered in sufficient detail to evaluate compliance with the requirements of the solicitation. This may include product literature, or other documents, if necessary. 5. Terms of any express warranty. 6. Price and any discount terms. 7. ""Remit to"" address, if different than mailing address. 8. A completed copy of the representations and certifications at FAR 52.212-3 (see FAR 52.212-3(b) for those representations and ccertifications at FAR 52.212-3 (see FAR 52.212-3(b) for those representations and certifications that the offeror shall complete electronically). 9. Acknowledgment of Solicitation Amendments (if any issued) 10. Past performance information, when included as an evaluation factor, to include recent and relevant contracts for the same or similar items and other references (including contract numbers, points of contact with telephone numbers and other relevant information). 11. A statement specifying the extent of agreement with all terms, conditions, and provisions included in the solicitation. Offerors that fail to furnish required representations or information or reject the terms and conditions of the solicitation may be excluded from consideration. Basis of award is Lowest Price Technically Acceptable ""LPTA"" factors in determining the successful contractor. ? Vendor shall provide the services listed on the Statement of Work (SOW); ? Ability to meet the Delivery Schedule. ? Reasonableness of Price. ? Responsiveness to requirement. H. FAR 52.212-3 Offer Representations and Certifications-Commercial Products and Commercial Services (May 2024)- See attachment for full text. The Offeror shall complete only paragraph (b) of this provision if the Offeror has completed the annual representations and certification electronically in the System for Award Management (SAM) accessed through https://www.sam.gov. If the Offeror has not completed the annual representations and certifications electronically, the Offeror shall complete only paragraphs (c) through (v)) of this provision. I. FAR 52.212-4 Contract Terms and Conditions-Commercial Products and Commercial Services (Nov 2023)- See attachment; in by reference. J. FAR 52.212-5 Contract Terms and Conditions Required to Implement Statutes or Executive Orders-Commercial Products and Commercial Services (Jan 2025) • See attachment for full text. K. Attached are the Federal Acquisition Regulations (FAR) & Health & Human Services Acquisition Regulation (HHSAR) clauses that are applicable including below. L. Offers will be accepted electronically, Submit via e-mail to the following: Mary.sarenana@ihs.gov Any questions, please submit by September 17th, 2025 by 4:00 pm MST. Contractors must obtain a Unique Entity ID (UEI) number and Taxpayer Identifying number (TIN); and be registered with www.sam.gov. must contain a statement to the effect that it is firm for a period of at least 60 days from the date of receipt by the Government. Quotation must set forth full, accurate and complete information as required by the Request for Quotation (RFQ) and be returned no later than the date reference in Paragraph #G-2. All required information must be submitted in order to be considered responsive and eligible for award. No contract award shall be made to any vendor listed on the OIG Exclusions List at http://exclusions.org.hhs.gov throughout the duration of the contract. Contractor must be registered with the System for Award Management (SAM) at www.sam.gov Invoice Processing Platform (IPP) The Indian Health Services is in the process of implementing an electronic invoicing system. In compliance with the Office of Management and Budget (0MB) M-15-19 memorandum ""Improving Government Efficiency and Saving Taxpayer Dollars Through Electronic Invoicing"" directing Federal agencies to adopt electronic invoicing as the primary means to disburse payment to vendors. Invoices submitted under any award resulting from this solicitation will be required to utilize the Invoice Processing Platform (IPP) in accordance with HHSAR 352.232-71, Electronic Submission and Processing of Payment Requests. IPP is a secure, web-based electronic invoicing system provided by the U.S. Department of the Treasury's Bureau of the Fiscal Service, in partnership with the Federal Reserve Bank of St. Louis (FRSTL). Respondents to this solicitation are encouraged to register an account with IPP if they have not already done so. If your organization is already registered to use IPP, you will not be required to re-register- however, we encourage you make sure your organization and designated IPP user accounts are valid and up to date. The IPP website address is: https://www.ipp.gov If you require assistance registering or IPP account access, please contact the IPP Helpdesk at (866) 973-3131 (M-F 8AM to 6PM ET), or IPPCustomerSupport@fiscal.treasury.gov Should the contractor feel that use of the IPP would be unduly burdensome, their response to this solicitation should include an explanation of this position for a determination by the contracting officer.","Sep 18, 2025 08:00 AM MDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","Mary Baird","Active","N/A","N/A","N/A","Hazardous Waste Treatment and Disposal","WASTE TREATMENT AND STORAGE","N/A","Total Small Business Set-Aside (FAR 19.5)"
"FA805225Q0006","Simulation Trade Skills","This is a combined synopsis/solicitation for commercial services prepared in accordance with (IAW) the format in FAR Subpart 12.6 and FAR Part 13, as supplemented with additional information included in this notice. This synopsis/solicitation is a Total Small-Business Set-Aside. The Request for Quotation (RFQ) number FA805225Q0006, Simulation Trade Skills Subscription Services shall be used to reference any written quote provided under this RFQ. The following solicitation document, incorporated provisions, and clauses are in effect through Federal Acquisition Circular FAC 2025-05 Effective 7 August 2025. This acquisition is being conducted under Other than Full and Open Competition and is classified under the North American Industry Classification System (NAICS) code 516210, Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers, with a size standard of $47.M. All prospective offerors must be registered in the System for Award Management (SAM) at www.sam.gov. Lack of SAM registration will make an offeror ineligible for award. Description of the Requirement: The mission of Department of Defense (DoD) Morale, Welfare, and Recreation (MWR) Libraries is outlined in DoDI 1015.10 stating DoD Libraries (DoDL) shall provide information resources and services required to accomplish the mission. The libraries support military personnel assigned to contingency operations, remote sites, and military missions IAW DoDI 1015.10, Military Morale, Welfare, and Recreation Programs. The program provides professional military and voluntary education program materials and services. Libraries also provide facilities, resources, and services to enhance the quality of life, regeneration, and resiliency for authorized customers. The DoD Library Consortium exists to create partnerships among the libraries within the various services of the DoD. They cooperatively acquire materials that are made available to military and civilian employees across the DoD. These resources relate to various overarching goals of the DoD such as recreation, physical wellness, emotional resiliency, and educational pursuits. To meet these needs, the 773d Enterprise Sourcing Squadron is seeking a trade skills education subscription. The Department of the Air Force Libraries (DAFL) requires an online resource that shall expand education in trade skills. The online resource subscription needs an effective and scalable learning resource with three-dimensional (3D) and virtual reality (VR) simulation content as part of the resources. The trade courses include construction, electrical, heating/ventilation/air conditioning (HVAC), plumbing, safety, solar, and other similar trades. Product Characteristics: (Vendors shall indicate ability to meet each item in their quotation) Shall provide a product which includes trade courses in HVAC, Solar, Electrical, Plumbing, Construction, Safety, Commercial HVAC and Appliance Repair. Shall be able to provide All-access via PC, iPad/Android tablet, and Virtual Reality (VR headset not required for simulations. Shall provide custom learning paths for all subjects. Shall provide unique dual delivery through a variety of technological devices. Shall provide a scaffolding approach to simulations and comprehensive content areas to support the skilled trades curriculum. Shall provide Technical Services including SSO and VR Setup Application; additional integrations can be scoped during contracts as needed. Assigned Customer Success Manager shall be provided for annual support including program mapping, training support, updates & product announcements Shall dedicate customer service representatives to resolve all service issues. Shall be able to interface with all 4-service branch library and Military OneSource websites using industry standard authentication methods to ensure only eligible patrons can access resources from any internet connected computer browsers and mobile devices. Shall work with the contract point of contact to establish authentication methods to provide optimal accessibility for all eligible patrons. Security between the Website and server shall be Transport Layer Security (TLS) 1.3. Shall be able to supply or allow retrieval of database usage statistics by Branch of Service (Air Force, Space Force, Army, Marine Corps, Military OneSource/Other, and Navy). Shall have HTTP Strict Transport Security (HSTS) with long duration deployed on the servers to mitigate/prevent man-in-the-middle attacks. Website certificates should be RSA 2048-bits (SHA256withRSA). Shall have the ability to test the platform to evaluate if it meets requirements. Shall provide username and password to view content on platform. Period of Performance (PoP): The Period of Performance (POP) is for one (1) 12-month base period of performance and two (2) 12-month option periods. The period of performance for this contract action shall not exceed 12 months per base period and 12 months per option period. List of Attachments: 1. Pricing Schedule, 28 August 2025 2. Combo Solicitation, 11 September 2025","Sep 19, 2025 03:00 PM CDT","Sep 15, 2025","Sep 15, 2025","Combined Synopsis/Solicitation","SSgt Madelyn Williams | SrA Dakota Hardison","Active","N/A","N/A","N/A","Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers","NEWSPAPERS AND PERIODICALS","N/A","Total Small Business Set-Aside (FAR 19.5)"
